TRANSACTION DETAILS,Category
INTERNAL FUND TRANSFER IN,Bank Transfers
BIGTREE ENTERTAINMENT PRI,Entertainment
TRF FROM  Indiaforensic SERVICES,Business Services
BEAT CSH PKP DEL GURGA 77,Other
Indiaforensic NFS SETT 06-11-201,Other
RTGS/ICICH15257072119/Indfor,Other
TRF FROM Indiaforensic SERVICES,Business Services
CASHDEP/HAUS KHAS/CASH DE,Cash Deposits
NEFT/AXISF16208093920/Indfor,Other
Indiaforensic VISA ACQ DOM201218,Other
TRF TO  Indiaforensic SERVICES I,Business Services
IB: TPFT000000995573,Other
IMPS 1908181C,Other
DISH INFRA SERVICES PRIVA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
DSB SHRT CSH Indfor 500X3 08,Other
Indiaforensic SERVICES INDIA PVT,Business Services
BEAT CSH PKP DEL GURG 158,Other
CASHDEP/KAROL BAGH/LCT,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
715713813142,Other
Indiaforensic RUPAY POS C2 ACQ04,Other
CASHDEP/GURGAON/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
Indiaforensic NFS SETT 14-02-201,Other
NEFT/KKBK163092474141/Acc,Other
IMPS OW 05122016 3C,Other
CR823209066681/RMCPL13619/2,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/FDRL379138842/Indiaforensic,Other
TRF FRM  Indiaforensic SERVICES,Business Services
CR716312304551 RMCPL11626 1,Other
TRF FROM  Indiaforensic SERVICES,Business Services
NEFT/AXISF15351087726/Indfor,Other
BBPS DT 18052018,Other
NEFT/KKBK162113905254/Acc,Other
CASHDEP/VILE-PARLE/,Cash Deposits
RTGS/HDFCH16247014651/Indfor,Other
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/NEW-DELHI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/VIKASMARG/TP,Cash Deposits
AEPS INCOME DT 17-12-2018,Other
CHQ DEP/388/OWDEL1/KKBK/G,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
IMPS 1606181C,Other
CR718811849643/RMCPL15613/0,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/ICICH18330874259/Indfor,Other
NEFT/CITIN17801319755/PAY,Other
NEFT/CBINH16203A02342/PRA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
Indiaforensic NFS SETT 07-08-201,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
CASHDEP/PITAMPURA/TP,Cash Deposits
CR734510326643/RMCPL17553/1,Other
CASHDEP/GURGAON/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/PANIPAT/0146,Cash Deposits
CHQ DEP/221/OWDEL1/PSIB/B,Other
IMPS 813314489653 FROM OX,Other
CASHDEP/RAJOURI/,Cash Deposits
RTGS/SBTRH15299230301/Indfor,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
Loan Recovery For90900004,Other
MAW/502964XXXXXX7563/NAGA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic SERVICES INDIA PVT,Business Services
NEFT/SBIN717142686788/Mr,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
728620682648,Other
CASHDEP/KALYAN-W/,Cash Deposits
CASHDEP/FARIDABAD/TP,Cash Deposits
CASHDEP/PITAMPURA/TP,Cash Deposits
FUTURE RETAIL LIMITED (OW,Shopping/Retail
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic AEPS NPCI DEP SET,Other
IMPS OW 02032017 2C,Other
MICRO ATM WDL FEE DT22101,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/SILVASSA/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 813120132026 FROM OX,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
NEFT/SBIN416172886925/Indfor,Other
TRF FROM  Indiaforensic SERVICES,Business Services
RTGS/SBINH17030064083/Indfor,Other
Indiaforensic RUP STL INTC190119,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
AEPS Indiaforensic S TAX 200317,Other
RTGS/YESBH16173519853/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/CAPITOL PT/@CP,Cash Deposits
RTGS/SBINH18188006186/Indfor,Other
Indiaforensic NFS SETT 07-01-201,Other
RTGS/HDFCH18159598392/Indfor,Other
AEPS Indiaforensic S TAX 100916,Other
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
CASHDEP/SILVASSA/,Cash Deposits
CR730414432387/RMCPL14773/3,Other
IMPS 735613490644 FROM SA,Other
Indiaforensic AEPS NPCI WDL SET,Other
CASHDEP/SURAT/,Cash Deposits
IMPS O/W 111015 1C,Other
CASHDEP/CHANDNICHK/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
NEFT/IDFBH17265447191/ART,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
E-BILLING SOLUTIONS PRIVA,Other
723619832937,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/SBINH17083059534/Indfor,Other
RTGS/ICICH16027781593/Indfor,Other
RUPAY POS ACQ SETTL 26041,Other
"Indiaforensic USA, INC./USD/1283",Other
Indiaforensic NFS SETT 09-07-201,Other
MAW/502964XXXXXX1757/NAGA,Other
BBPS DT 20102018,Other
Indiaforensic SERVICES INDIA PVT,Business Services
IMPS 0112171C,Other
CR823309325692/RMCPL25397/2,Other
OXYGEN NFS SETT 09-06-201,Other
Indiaforensic NFS SETT 14-06-201,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/PITAMPURA/@PP,Cash Deposits
CR816419162571/RMCPL19808/1,Other
SONATA FINANCE PRIVATE LI,Finance
IRCTC CORPORATE OFFICE AC,Travel
NEFT/N248170361957699/PAY,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR718012006365/RMCPL10790/1,Other
CASHDEP/NALASOPARA/,Cash Deposits
RUPAY POS ACQ SETTL 05021,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
MICRO ATM GST DATED 28101,Other
RTGS/SBINH16099407046/Indfor,Other
NEFT/FDRL387159504/Indiaforensic,Other
Indiaforensic MC RECOV JUL 17,Other
RTGS/ICICH18306221558/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
MICRO ATM INC DATED 02021,Other
ZAAK EPAYMENT SERVICES PR,Other
NETWORK CHARGES/VISA/MAY,Other
NEFT/FDRL656260011/Indiaforensic,Other
IMPS 813120131410 FROM OX,Other
NEFT/000051235352/Indiaforensic,Other
CHQ DEP/4/OWDEL1/HDFC/NEW,Other
CHQ DEP/572133/OWDEL1/SBI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS IW  1C 03.11.2015,Other
IRTT00701731541,Other
AEPS ACQ CR ADJ FEES 2108,Other
Indfor,Other
NEFT/SBIN717228441886/Indfor,Other
ICA 17825 Indiaforensic MC INT 0,Other
RTGS/SBINH16355036556/Indfor,Other
PASFAR TECHNOLOGIES PRIVA,Business Services
CASHDEP/FARIDABAD/TP,Cash Deposits
CASHDEP/HAUS KHAS/NEERAJ,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
AEPS INCOME DT 06-06-2018,Other
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
NEFT/N029180461400247/PAY,Other
IMPS OW 07012017 3C,Other
CASHDEP/NOIDA/TP,Cash Deposits
CASHDEP/GURGAON/LCT,Cash Deposits
Indiaforensic MASTER INT 060718,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 2311183C,Other
AEPS INC DT 21-01-2019 RO,Other
RUPAY POS ACQ SETTL 24071,Other
BEAT CASH PICKP DELH 3796,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS ACQ REP ADJ FEES 120,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR822012207266/RMCPL17436/0,Other
CHQ DEP/85935/OWDEL1/UBIN,Other
RTGS/PUNBH17202905165/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
620317071458,Other
IMPS 01092017 4C,Other
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/NEW-DELHI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/ICICH15180016273/Indfor,Other
RTGS/HDFCH17217236514/PAY,Other
CASHDEP/RAJOURI/,Cash Deposits
AEPS Indiaforensic INCOME 120617,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/BARBH17178954097/MAK,Other
NEFT/YESBN16098438646/Indfor,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS IW 24102016 2C,Other
AEPS INCOME DT 09-08-2018,Other
CASHDEP/VIKASMARG/TP,Cash Deposits
Sweep Trf To: 40900036427,Bank Transfers
632818672871,Other
IMPS 831822187011 FROM GA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/FDRL1037830276/ARTHAS,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 01-02-201,Other
CASHDEP/RAJOURI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/SBIN818009820297/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CR800411378244/RMCPL00226/0,Other
CR805013789150/RMCPL15896/1,Other
CASHDEP/GURGAON/,Cash Deposits
IMPS OW 07082016 1C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
MEHAR ENTERTAINMENT PRIVA,Entertainment
CASHDEP/NEW-DELHI/,Cash Deposits
IMPS 834517727121 FROM OX,Other
IMPS 826716392408 FROM AS,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
DISH INFRA SERVICES PRIVA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic SERVICES INDIA PVT,Business Services
AEPS Indiaforensic S TAX 220417,Other
NEFT/N114180525780462/PAY,Other
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic NFS SETT 21-01-201,Other
BEAT CSH PKP DEL GURG 158,Other
RTGS/ICICH16132576731/Indfor,Other
RTGS/SBINH18235071649/SAI,Other
NEFT/KKBK171467013989/Acc,Other
RTGS/ICICH15206039856/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
Loan Recovery For90900004,Other
CASHDEP/RMALL/,Cash Deposits
FUTURE RETAIL LIMITED (OW,Shopping/Retail
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/PITAMPURA/LCT,Cash Deposits
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IMPS IW 02112016 2C,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
CB6073870599067795765 RMCPL,Other
Indiaforensic NFS SETT 08-09-201,Other
Indiaforensic NFS SETT 28-10-201,Other
CASHDEP/SILVASSA/,Cash Deposits
CASHDEP/NEW-DELHI/,Cash Deposits
CB826710839163/RMCPL14558/2,Other
CASHDEP/HAUS KHAS/CASH DE,Cash Deposits
SYNERGISTIC FINANCIAL NET,Other
Indiaforensic NFS SETT 04-08-201,Other
CASHDEP/KAROL BAGH/LCT,Cash Deposits
ICA 17825 Indiaforensic MC INT 1,Other
CASHDEP/VIKASMARG/TP/CASH,Cash Deposits
IMPS RTN 03102016 1C,Other
CASHDEP/CHANDNICHK/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/REAL TIME GROSS SETTL,Bank Transfers
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
BILLPAY TATA POWER (TATA,Other
IMPS OW 17032016 3C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
INDO GIBL Indiaforensic STL05101,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/SBIN716069095600/Indfor,Other
Indiaforensic MASTER INT191018,Other
CR825413539753/RMCPL23569/1,Other
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/KAROL BAGH/,Cash Deposits
NEFT/YESBN15181045541/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic SERVICES INDIA PVT,Business Services
AEPS PAY Indiaforensic 1811,Other
AEPS ACQ CR ADJ FEES 1908,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
DIGIVIVE SERVICES PRIVATE,Other
TRF FROM  Indiaforensic SERVICES,Business Services
NEFT/N241170356351109/PAY,Other
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/NOIDA/TP,Cash Deposits
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
CR829713053791/RMCPL21038/2,Other
BILLPAY TATA POWER (TATA,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/DOMBIVLI-E/,Cash Deposits
Sweep Trf To: 40900036427,Bank Transfers
NEFT/FDRL386707403/Indiaforensic,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR828815899114/RMCPL20068/1,Other
CR/704008055485/RMCPL07498/,Other
NEFT/20366698171DC/ARTHAS,Other
IMPS OW 16122016 4C,Other
CASHDEP/KALYAN-W/,Cash Deposits
CHQ DEP/42/OWDEL1/HDFC/,Other
CHQ DEP/737409/OWDEL1/SBI,Other
TRF TO  Indiaforensic SERVICES I,Business Services
MAESTRO POSDOM ACQ SETTL0,Other
E-BILLING SOLUTIONS PRIVA,Other
TRF FROM Indiaforensic SERVICES,Business Services
CASHDEP/RMALL/,Cash Deposits
DSB DSCREPNT CSH 16122015,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
BIGTREE ENTERTAINMENT PRI,Entertainment
BIGTREE ENTERTAINMENT PRI,Entertainment
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
IB:  OFT TO XX6428 INTERN,Other
INDO GIBL Indiaforensic STL21091,Other
IMPS 010620182C,Other
CASHDEP/KAROL BAGH/LCT,Cash Deposits
INDIAIDEAS.COM LTD,Payment Gateways
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS PENALTY 07012016 1C,Other
CASHDEP/KAROL BAGH/,Cash Deposits
725120722857,Other
RTGS/HDFCH17331885138/PAY,Other
IMPS OW 08082016 3C,Other
CASHDEP/VIKASMARG/TP,Cash Deposits
FUTURE RETAIL LIMITED (OW,Shopping/Retail
CASHDEP/SILVASSA/,Cash Deposits
NEFT/BARBH17215595159/MAK,Other
CASHDEP/FARIDABAD/CASH,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
CASHDEP/BHI-RIICO/,Cash Deposits
NAAPTOL ONLINE SHOPPING P,Other
NEFT/N073180495734867/PAY,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS 805420510925 FROM OX,Other
CASHDEP/SILVASSA/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IRCTC CORPORATE OFFICE AC,Travel
Indiaforensic NFS SETT 31-01-201,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Loan Recovery For90900004,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic MAESTRO ACQ DOM251,Other
Sweep Trf To: 40900036427,Bank Transfers
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
INWARD CHQ RETURN/874511/,Other
724420722333,Other
IMPS 834517726244 FROM OX,Other
CHQ DEPOSIT RETURN/130192,Other
IMPS OW 14122016 2C,Other
NEFT/SBIN518138272710/TAR,Other
AVENUES INDIA PRIVATE LIM,Payment Gateways
CASHDEP/PANIPAT/0146,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CHQ DEP/124587/OWDEL1/IBK,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
BEAT CSH PKP DEL GURG 550,Other
RTGS/HDFCH16218869642/Indfor,Other
CASHDEP/THANEWEST/,Cash Deposits
CASHDEP/PITAMPURA/TP,Cash Deposits
CASHDEP/NEW-DELHI/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/SBIN317313006170/Indfor,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
IMPS O/W 171015 1C,Other
TR TO  Indiaforensic SERVICES IN,Business Services
CASHDEP/NOIDA/TP,Cash Deposits
IMPS IW 03062016 2C,Other
NEFT/IDFBH17202124664/ART,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic NFS SETT 22-01-201,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CHQ DEP/212891/OWDEL1/SBI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic  RUPAY SETT 010119,Other
CR719813570503/RMCPL13062/1,Other
MICRO ATM WDL FEE DT25021,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS INCOME DT 27-02-2019,Other
Indiaforensic RUPAY POS C2 ACQ18,Other
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic NFS SETT 21-02-201,Other
CR823010637948/RMCPL09590/1,Other
QWIKCILVER SOLUTIONS PVT.,Other
Indiaforensic VISA ACQ DOM170818,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CHQ DEP/1158/OWDEL1/PUNB/,Other
MICRO ATM INC DATED 21111,Other
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic NFS SETT 25-10-201,Other
TRF FROM  Indiaforensic SERVICES,Business Services
PASFAR TECHNOLOGIES PRIVA,Business Services
IMPS 834922116045 FROM OX,Other
IMPS 819721824915 FROM OX,Other
CR715415300111/RMCPL13036/0,Other
TRF FROM  Indiaforensic SERVICES,Business Services
AVENUES INDIA PRIVATE LIM,Payment Gateways
RTGS/HDFCH18019949463/PAY,Other
IMPS OW 09112016 3C,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
CASHDEP/BORIVALI/,Cash Deposits
PVR LIMITED,Entertainment
IRCTC CORPORATE OFFICE AC,Travel
707919701353,Other
MICRO ATM INC DATED 20021,Other
NEFT/CITIN17789884508/PAY,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
MEHAR ENTERTAINMENT PRIVA,Entertainment
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS I/W 31072015 2C,Other
CASHDEP/PITAMPURA/TP,Cash Deposits
CR718410880530/RMCPL15107/0,Other
CHQ DEP/159387/OWHYD1/SBI,Other
TRF FROM  Indiaforensic SERVICES,Business Services
PAYGATE INDIA PRIVATE LIM,Other
NEFT/N076180497828744/MAH,Other
Indiaforensic SERVICES INDIA PVT,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/SILVASSA/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
CR813010074712/RMCPL19668/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic RUP STL INTC040119,Other
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/NOIDA/TP,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS 020517 1C,Other
IMPS I/W 290915 3C,Other
CR813516405365/RMCPL14542/1,Other
Indiaforensic AEPS NPCI DEP SET,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/HAUS KHAS/KAMAL,Cash Deposits
LOCALCUBE COMMERCE PRIVAT,Business Services
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
TRF FROM  Indiaforensic SERVICES,Business Services
CHQ DEPOSIT RETURN/116839,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
IMPS RET 30032016 1C,Other
RTGS/SBINH18139019792/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
BBPS SETMNT FOR DT 301020,Other
RTGS/YESBH15012820503/Indfor,Other
CR719313238805/RMCPL14840/1,Other
RTGS/SBINH18173000403/Indfor,Other
NEFT/KKBK170068779536/Acc,Other
BHARTI AIRTEL LTD,Other
CASHDEP/GURGAON/LCT,Cash Deposits
AEPS Indiaforensic INCOME 130517,Other
IMPS IW 31122016 2C,Other
IMPS 821216392236 FROM AS,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/HAUS KHAS/CASH DE,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/FDRL352518249/Indiaforensic,Other
CASHDEP/KAROL BAGH/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
708211481504,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 12-09-201,Other
VODAFONE MOBILE SERVICES,Other
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/ICICH16007402040/Indfor,Other
TRF FROM Indiaforensic SERVICES,Business Services
DSB CASH PICKP IndiaforensicMET3,Cash Deposits
INDO GIBL Indiaforensic STL18091,Other
CASHDEP/GURGAON/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/RAJOURI/,Cash Deposits
RTGS/CITIH16083704712/PAY,Other
IMPS 0801194C,Other
COMMDEL CONSULTING SERVIC,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 835519811780 FROM OX,Other
IMPS O/W RTN & CHGBACK DT,Other
NEFT/KKBK162174303555/Acc,Other
Indiaforensic NFS SETT 08-08-201,Other
IMPS IW 07022017 4C,Other
TRF TOESC,Other
AEPS Indiaforensic INCOME 1606,Other
CASHDEP/GURGAON/LCT,Cash Deposits
IMPS 3011181C,Other
BSES RAJDHANI POWER LIMIT,Utilities
RTGS/SBINH16167038976/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
AEPS Indiaforensic INCOME 301017,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS OW 29072016 1C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/RAJOURI/,Cash Deposits
NEFT/KKBK163657015148/Acc,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
IMPS 830515743088 FROM K,Other
AEPS Indiaforensic INCOME 290318,Other
CASHDEP/NOIDA/TP,Cash Deposits
NEFT/FDRL392042692/Indiaforensic,Other
Indiaforensic SERVICES INDIA PVT,Business Services
RTGS/ICICH15353060009/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR720214515746/RMCPL14662/2,Other
MICRO ATM INC DATED 03101,Other
Indiaforensic SERVICES INDIA PVT,Business Services
IRCTC CORPORATE OFFICE AC,Travel
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/FDRL387160591/Indiaforensic,Other
CASHDEP/DAMAN/,Cash Deposits
NEFT/FDRL387160030/Indiaforensic,Other
IMPS 020620184C,Other
IMPS 832617409230 FROM OX,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
FUTURE RETAIL LIMITED (OW,Shopping/Retail
NEFT/SBIN416284166677/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/ICICH16148855572/Indfor,Other
NEFT/FDRL428254214/Indiaforensic,Other
CHQ DEPOSIT RETURN/635529,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
IMPS 811718977468 FROM OX,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
TRF FROM Indiaforensic SERVICES,Business Services
CASHDEP/GURGAON/,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
INDO GIBL Indiaforensic STL07091,Other
TFR FROM Indiaforensic  Indiaforensic S,Other
PENALITY REC 06.09.2016 1,Other
CR824213795302/RMCPL22640/3,Other
IMPS IW 18072016 2C,Other
NEFT/AXISF16128017014/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic AEPS NPCI WDL SET,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/DOMBIVLI-E/,Cash Deposits
Loan Recovery For90900004,Other
RTGS/CITIH17121700946/PAY,Other
NEFT/P17061270241531/SUNI,Other
MICRO ATM INC DATED 07091,Other
CASHDEP/KAROL BAGH/,Cash Deposits
Indiaforensic AEPS NPCI WDL SET,Other
AEPS Indiaforensic S TAX 010717,Other
CASHDEP/SURAT/,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/HAUS KHAS/NERAJ,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/PITAMPURA/TP,Cash Deposits
CASHDEP/GURGAON/LCT,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INDO GIBL Indiaforensic STL18041,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/DAMAN/,Cash Deposits
MTNL MUMBAI CA NO 2080301,Other
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/VIKASMARG/TP/CASH,Cash Deposits
Indiaforensic NFS SETT 07-09-201,Other
CHQ DEP/828/OWDEL1/ORBC/M,Other
CR717411193311/RMCPL12036/1,Other
TRF TO  Indiaforensic SERVICES I,Business Services
JUST DIAL LIMITED,Business Services
NEFT/KKBK162184404362/Acc,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
